class,sequence_id,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42
clap,1,-583.1483764648438,114.0975112915039,47.991188049316406,24.677471160888672,6.327602863311768,17.41105842590332,9.431549072265625,9.546289443969727,-0.11675851792097092,10.740235328674316,-0.23212185502052307,8.828123092651367,-2.1111466884613037,6.568034648895264,-2.5612611770629883,-0.48902732133865356,0.0623880960047245,-1.2383557558059692,0.13252872228622437,0.4777880907058716,0.01559015829116106,-1.2166236639022827,-1.0045263767242432,-0.5220641493797302,-0.19161802530288696,-0.5315281748771667,6.661940097808838,-4.120646953582764,-0.16912460327148438,0.0027861623093485832,-1.0322788953781128,0.042168740183115005,0.22400499880313873,0.543891966342926,-0.6964983940124512,-0.4442800283432007,-0.31438735127449036,0.11878056824207306,0.23429904878139496,1764.6283749990746,3079.7374378551135,0.024436257102272728,0.0028345687314867973
clap,1,-537.041748046875,101.61970520019531,41.11975860595703,22.665494918823242,-0.6593883037567139,16.5210018157959,7.241013050079346,10.909905433654785,-1.2269139289855957,9.508284568786621,-2.1876776218414307,6.332069396972656,-1.9223979711532593,14.929780006408691,-6.234823226928711,-1.422143816947937,-0.6135134100914001,-2.4173636436462402,-0.056954026222229004,-0.9157806634902954,0.8051717281341553,-0.6980467438697815,-0.10213082283735275,-0.5736539363861084,-0.48808515071868896,0.44248688220977783,-3.838459014892578,0.941379725933075,-0.31705915927886963,-0.21559303998947144,0.7657247185707092,0.28911691904067993,0.06973535567522049,0.31061461567878723,0.8439133167266846,0.533174991607666,0.38812676072120667,-0.14384499192237854,0.17620287835597992,2184.3378771298712,3996.856134588068,0.04845081676136364,0.0037199966609477997
clap,1,-503.4483642578125,85.51343536376953,36.14728546142578,25.018505096435547,-3.6164321899414062,15.607211112976074,9.343743324279785,12.788397789001465,-5.317662715911865,6.5006513595581055,-3.8638665676116943,7.538451671600342,0.7134909629821777,2.948962450027466,-0.4543180465698242,-1.3299908638000488,0.8405079245567322,0.2748655676841736,-0.4492896795272827,0.8571347594261169,-0.16676686704158783,-0.45275333523750305,-0.5421984195709229,0.03960441052913666,0.5107102990150452,-0.22931073606014252,4.890504360198975,-1.053122639656067,-0.42994335293769836,0.28984561562538147,-0.09606502205133438,-0.685451865196228,0.10302166640758514,-0.42643630504608154,-0.6890586614608765,-1.0188101530075073,-0.3339417576789856,-0.1423412263393402,-0.19110341370105743,2606.4342387648376,4767.646928267045,0.06165660511363636,0.004207143560051918
clap,1,-475.75244140625,85.35539245605469,27.352827072143555,24.375822067260742,-4.378412246704102,10.329964637756348,6.285883903503418,12.2193021774292,-4.125698566436768,4.802478790283203,-3.2220351696014404,6.449280261993408,0.6539855599403381,17.904367446899414,-6.511704921722412,-2.2986385822296143,-0.3028069734573364,-2.312018394470215,-0.32628333568573,-0.8269117474555969,0.5124720931053162,-0.9197490215301514,-0.5439428687095642,-0.6704092621803284,-0.578931450843811,0.1889561116695404,-3.0519049167633057,0.395048588514328,-0.2169390171766281,-0.2546391785144806,0.6137864589691162,-0.18439935147762299,0.13102297484874725,0.29355448484420776,0.829481303691864,0.34899407625198364,0.5781718492507935,-0.03013087995350361,0.037574853748083115,2542.3149211396253,4811.692116477273,0.078857421875,0.004921961110085249
clap,1,-447.0020751953125,73.58963012695312,18.523942947387695,27.863309860229492,-5.790731430053711,11.946834564208984,6.339860439300537,12.225818634033203,-5.895959854125977,3.475881338119507,-4.706589221954346,6.864099025726318,3.642362356185913,-2.1575539112091064,1.2063205242156982,-2.3597331047058105,0.8320798873901367,1.1359777450561523,0.2775581181049347,0.33405983448028564,-0.14156495034694672,0.6531169414520264,0.5191559195518494,0.5018079876899719,0.3447980582714081,0.3389620780944824,-3.9681077003479004,0.8965120911598206,-0.1097496822476387,0.5874534845352173,1.039951205253601,0.521464467048645,0.0876082181930542,-0.1583724468946457,0.3649103045463562,0.11172190308570862,0.04004870727658272,-0.14738067984580994,-0.13431212306022644,2825.1944974147727,5550.18310546875,0.09068714488636363,0.0050034732557833195
clap,1,-438.3819274902344,76.5144271850586,8.230793952941895,29.183813095092773,-4.596914768218994,15.232260704040527,4.713380813598633,11.500110626220703,-4.856354713439941,4.2333807945251465,-3.6054162979125977,6.045703411102295,3.4424095153808594,0.8409120440483093,-1.4235014915466309,-0.7695385217666626,1.1904255151748657,1.4854873418807983,1.54045832157135,0.5157356858253479,0.08740825206041336,-0.2003869116306305,-0.2016337364912033,0.27962109446525574,-0.35299140214920044,-0.5480147004127502,3.442816972732544,-0.2634628415107727,0.7359683513641357,-0.9916470050811768,-0.780286431312561,-0.3197750151157379,-0.5269232392311096,-0.0016788407228887081,-0.43129536509513855,-0.27023643255233765,-0.06433650851249695,-0.22786007821559906,-0.17233847081661224,2693.924488878461,5421.473277698864,0.09776722301136363,0.004291357938200235
clap,1,-452.8316345214844,76.07740783691406,7.489633083343506,34.836761474609375,2.803114891052246,18.329910278320312,7.229693412780762,11.38436508178711,-4.62477970123291,4.269848823547363,-2.2794504165649414,5.461608409881592,3.2228331565856934,-3.7809669971466064,1.5515440702438354,-0.6343710422515869,0.2677449882030487,1.0341800451278687,0.3323807120323181,-0.45074185729026794,0.05716385692358017,0.6891293525695801,0.8362998366355896,0.5303687453269958,-0.5581820011138916,-0.5611774325370789,-4.656451225280762,-0.1840417981147766,-0.7180553078651428,0.6424248218536377,0.6085718870162964,0.5943661332130432,0.4767444431781769,0.07675819098949432,0.6468559503555298,0.0519150011241436,-0.09220848232507706,0.35979488492012024,0.25483280420303345,2586.0349120516494,5222.291148792614,0.095947265625,0.0040787928737699986
clap,1,-459.2959899902344,83.02743530273438,2.5571746826171875,34.80816650390625,3.8893232345581055,22.075178146362305,4.852737903594971,10.75252914428711,-2.500365734100342,5.74667501449585,-0.6693373322486877,3.6648757457733154,1.2070927619934082,-0.8356311917304993,-0.9313734173774719,-1.361207127571106,1.3172938823699951,1.527004361152649,1.8193631172180176,0.6699888110160828,-0.13339638710021973,-7.08482475602068e-05,-0.1477469503879547,0.21716518700122833,0.034086551517248154,-0.2906361520290375,1.7325103282928467,0.5120689868927002,0.45555731654167175,-0.8556668758392334,-0.17688396573066711,-0.0778336450457573,-0.6198022365570068,-0.052061937749385834,-0.1711271107196808,-0.09222240000963211,0.11497239768505096,-0.3946395218372345,-0.20021086931228638,2378.013314618186,4862.099387428977,0.09703480113636363,0.0032783180940896273
clap,1,-501.1338195800781,93.43384552001953,11.197104454040527,37.83023452758789,13.232854843139648,25.63154411315918,7.990190029144287,8.056459426879883,-3.409329891204834,5.795887470245361,0.657917857170105,4.6656270027160645,0.7241241931915283,-11.074938774108887,4.3909993171691895,3.542886972427368,-0.9780616760253906,1.4796321392059326,0.3587586581707001,-0.10927493125200272,-0.414156049489975,-0.08991266787052155,0.37447288632392883,0.3287423253059387,-0.033164188265800476,-0.6083244681358337,-4.630692005157471,1.3330674171447754,1.2500061988830566,-0.28499653935432434,0.26324462890625,-0.6843852996826172,0.37324315309524536,-0.3359208405017853,-0.05880243703722954,-0.29268303513526917,-0.09222342818975449,0.38538697361946106,0.380339115858078,2007.4873598932631,3868.146306818182,0.08354048295454546,0.003045858582481742
clap,1,-533.0744018554688,104.81159973144531,19.90028190612793,34.7967414855957,14.571732521057129,27.383209228515625,9.702353477478027,7.358238697052002,-3.7316598892211914,6.348743915557861,1.038840651512146,4.869994640350342,-2.1467838287353516,-6.8843302726745605,2.233302593231201,2.1059157848358154,-0.4100455939769745,0.5602765083312988,-0.5406715869903564,0.9208073019981384,-0.3134883642196655,-0.0025784203317016363,-0.20376330614089966,-0.3368121385574341,0.5900635123252869,0.04898549243807793,4.163232803344727,-2.4144670963287354,-1.5440807342529297,0.3060048222541809,-0.698484480381012,0.8164663910865784,0.10564582794904709,0.3855409622192383,0.08431028574705124,-0.23358307778835297,-0.24669231474399567,0.016387490555644035,-0.10543551295995712,1742.2122792238567,3179.5731977982955,0.06480823863636363,0.0028465567156672478
